성별,측정일자,키,몸무게,머리둘레,희망치수머리,목둘레,화장,젖가슴둘레,배꼽수준허리둘레,엉덩이둘레,샅높이,발길이,발폭,희망치수신발,몸무게(오른쪽),몸무게(왼쪽),윗가슴둘레(겨드랑이),허리둘레(윗허리),어깨가쪽사이길이,팔길이,등길이,다리가쪽길이,총장
남,2021-03-04,170.3,67.5,58,0,36.7,0,92.8,83.6,97.6,69,0,0,260,,,97.2,79,0,152.2,41.5,92,143.5
남,2021-03-04,166.4,71.1,58.5,0,37.6,68.7,95.5,82.5,102.1,72.5,0,0,260,,,98.8,83.8,51.7,41.4,35,94.5,139.5
남,2021-03-04,184.7,78.6,55.5,0,37.9,74.1,96.8,83,102.2,83,0,0,285,,,97.6,82.3,60.1,45.4,42.5,104,156.5
남,2021-03-04,171.2,71.8,58.8,0,37.4,76,95.4,84,98.1,73.5,0,0,270,,,99.4,82.6,55.9,49.2,36,98,144
남,2021-03-04,168.9,72.1,56.7,0,37.7,74.8,96,84.5,98.4,76,0,0,260,,,101.5,84,56.1,49.1,36.5,96.5,143
남,2021-03-04,175.7,73.4,58.1,0,37.4,83.7,95.4,84.6,97.2,79,0,0,265,,,104.5,81.8,54,58.5,38.5,100.5,149
남,2021-03-04,169.4,75.8,56.8,0,38.2,84.9,98,83.2,100,76.5,0,0,265,,,110.4,86.9,57.7,56,37,96,143
남,2021-03-04,184.3,65.9,57,0,36.3,79.3,89.4,74.4,93.6,85,0,0,285,,,95.8,73.8,54.7,53.6,42,106.5,158.5
남,2021-03-04,169.3,70.5,12,0,37.2,74.6,94.8,79.5,99.9,75,0,0,270,,,106.6,82.1,55.8,48.1,39,95.5,144.5
남,2021-03-04,182.7,66,57.9,0,36.3,87.8,90.2,81.4,97,84.5,0,0,265,,,93.9,74.9,51.6,63.8,39.5,106,155.5
남,2021-03-04,171.3,70,57.4,0,37,76,94.2,82.8,100.6,77.5,0,0,265,,,91.9,81,52.9,51.2,37,98,145
남,2021-03-04,179.8,75.7,59.4,0,37.7,56.8,96.4,86,100.6,78.5,0,0,280,,,104.2,82.2,52.3,28.1,37,106,153
남,2021-03-04,174.2,59.8,57.6,0,35.4,63.4,87.8,76.7,93.7,79.5,0,0,270,,,21.9,72.4,25.9,64.6,40.7,102.5,153.2
남,2021-03-04,177.9,86.1,59,0,39.3,88,102.8,91.1,103.5,79,0,0,270,,,111.2,91.7,59.8,60.8,40.5,102,152.5
남,2021-03-04,180.5,78.4,58.6,0,38.1,88.2,97.6,90.8,101.8,78.5,0,0,265,,,102.3,83.7,54.5,62.5,40,101.5,151.5
남,2021-03-04,178.9,72.7,59.2,0,37.3,88.1,94.5,82.9,97.9,83,0,0,265,,,102.7,80.1,49.4,64,39.5,103,152.5
남,2021-03-04,180.7,102.7,57,0,41.4,85.3,109.8,102.7,112.4,80.5,0,0,285,,,116.8,102.3,64.9,55.2,39,108,157
남,2021-03-04,179.2,75.8,56.4,0,37.7,88.8,96.5,85.7,104.6,74.5,0,0,265,,,99.2,82.4,52,63.8,42.5,101,153.5
남,2021-03-04,180.5,82.9,55,0,38.5,86.6,100.7,88.8,106.6,82,0,0,275,,,104.1,88.3,55.9,60.9,35,109,154
남,2021-03-04,174.3,70.5,58.2,275,37,77.8,94,80.3,98.9,76,0,0,0,,,102.1,79.9,54.4,52.9,40.5,97,147.5
남,2021-03-04,178.8,69.1,59.2,0,36.7,79.1,92.5,78.3,98.4,75,0,0,275,,,94.6,77.4,56,53,37.5,103.5,151
남,2021-03-04,166.5,84.2,59.6,0,39.9,59.6,103,96.9,103.5,69.5,0,0,265,,,104.2,94.3,58.1,60.8,47,92.5,149.5
남,2021-03-04,182.2,80.1,58.9,0,37.9,83.9,98.6,86.9,102.6,80.5,0,0,285,,,100.3,84.2,56.8,57.2,28.5,115,153.5
남,2021-03-04,171.3,56.1,58.2,0,34.9,77.6,86.2,69.7,91.2,79,0,0,260,,,91.2,70.6,46.7,52.5,30.5,104.5,145
남,2021-03-04,168.9,69.8,60.1,0,37.1,82.2,94.5,84,99.6,74,0,0,260,,,104.2,81.8,58.2,58.1,36,96,142
남,2021-03-04,177.4,66.6,57.9,0,36.4,70.8,91,77.6,98.4,81.5,0,0,270,,,94.1,76.1,55.3,44.7,37,104,151
남,2021-03-04,167.4,58.1,57.1,0,35.2,82.4,87.9,74.8,91.7,74.5,0,0,250,,,92.8,73,54.1,57.4,36.5,93,139.5
남,2021-03-04,165.3,57.2,59.3,0,35.1,74.5,88,73.1,92,73,0,0,255,,,90.9,73.3,48.8,51,33.5,94.5,138
남,2021-03-04,172.5,72.3,56.8,0,37.4,83.6,95.6,83.3,99.2,75,0,0,280,,,94.8,82.5,56.2,58.4,38.5,96.5,145
남,2021-03-04,169.8,74.8,59.4,0,37.9,0,97.3,87,101,76.5,0,0,260,,,108.3,85.8,0,155,39.6,95.5,145.1
남,2021-03-04,173.8,62,56.3,0,35.8,69.1,88.9,77.8,93.6,81,0,0,255,,,97.2,73.7,44,46.9,28,107,145
남,2021-03-04,174.8,71.4,58.2,0,37.1,68.6,94.6,82.3,97.8,77,0,0,265,,,99.7,80.6,61.7,40.2,41,99,150
남,2021-03-04,180,71.5,56.6,0,37,0,93.8,85.2,98.2,80,0,0,280,,,97.7,78.8,0,147.6,36.8,103,149.8
남,2021-03-04,180.5,65,59.6,0,41.4,82,103,83.1,102.9,82.8,0,0,280,,,108.1,0,61.7,56.9,45.9,51.4,155.4
남,2021-03-04,177.5,77.7,58.5,0,38,82.9,97.5,89.1,101.9,80,0,0,275,,,98.9,84.4,51.8,57.6,37,103.5,150.5
남,2021-03-04,186.1,65,57.9,0,42.7,83.9,101.2,90.2,105.3,87.7,0,0,275,,,105.8,0,59.7,59.6,47.7,49.8,161.3
남,2021-03-04,169.6,83.6,59.1,0,39.6,82.8,102.3,93.2,104.3,73.5,0,0,265,,,112,92.9,60.8,53.9,37,96,143
남,2021-03-04,166,65,58.9,0,41.5,78.1,103.7,93,106.6,78.5,0,0,255,,,108.1,0,57.9,54.6,40.9,48.2,143.2
남,2021-03-04,174.6,78.2,59.1,0,38.3,77.1,98.4,86.2,100.9,77,0,0,265,,,100.5,86.3,57.6,49.1,35.5,101.5,147
남,2021-03-04,170.2,78.6,58.4,0,38.8,86.9,99.2,86.2,104.3,74,0,0,265,,,107.9,88.8,60.6,58.2,40,93.5,143.5
남,2021-03-04,176.2,65,59.6,0,44.8,83.8,108.6,90.9,103.2,84.3,0,0,275,,,114.9,0,66.7,56.6,47.8,55.6,153.9
남,2021-03-04,171.7,53.5,56.2,0,34.5,76.8,84.3,67,89.9,77.5,0,0,265,,,89.9,68.5,47.7,54.6,30,103,143
남,2021-03-04,179.9,75.9,58.1,0,37.7,87,96.4,83.7,102.4,82.5,0,0,250,,,104.8,82.3,55.8,62.3,39,104,153
남,2021-03-04,176.6,73.3,59.9,0,37.4,79.4,95.3,85,99.3,82,0,0,275,,,97.3,81.4,55.5,54.2,32.5,109,151.5
남,2021-03-04,166.1,77.7,57.8,0,38.9,77.1,98.7,87.1,103,71.5,0,0,260,,,104.3,89.6,56.9,50.4,38,92.5,140.5
남,2021-03-04,183,65,57.6,0,40.2,83.7,96,87.5,101,86.6,0,0,280,,,102.5,0,56.2,60.9,44.7,46.8,156.2
남,2021-03-04,172,80,57,0,38.8,78.8,99.8,91,99.7,78,0,0,275,,,107.8,88.9,56.8,51.4,27,108,145
남,2021-03-04,172.9,79.7,58.3,0,38.7,80,99.4,89.8,104.5,75,0,0,250,,,105.3,88.1,51.4,56.6,34,101,145
남,2021-03-04,165.5,65,66.3,0,39.4,75.5,97.2,83.9,104.5,75,0,0,260,,,101.1,0,53.6,53.7,43.3,44.6,144.2
남,2021-03-04,175,67.6,57.5,0,36.6,89.3,91.9,80.4,97,81.5,0,0,265,,,86.9,77.3,53.3,64.4,36.5,102.5,149
남,2021-03-04,178.1,78.5,57.4,0,38.1,93.4,98,88.3,103.7,83,0,0,275,,,105.1,84.7,57.5,66.4,39,101.5,150.5
남,2021-03-04,173.9,68.7,57.9,0,36.8,80.5,92.9,84.1,97.3,78.5,0,0,275,,,95.5,78.6,56.2,55.7,39,99,148
남,2021-03-04,167.2,63.9,56.9,0,36.2,77.2,91.5,76.3,95.7,72,0,0,260,,,101.1,77.4,53.6,52.5,37.5,92.5,140
남,2021-03-04,179.3,65,58.6,0,40.6,82.5,95.7,85,100.2,84.4,0,0,275,,,103.5,0,59.8,58.2,46.7,49.8,155.8
남,2021-03-04,172.9,68.3,56.4,0,36.8,83.6,92.9,80.4,98.9,77,0,0,275,,,98.3,78.7,54.9,57.8,35.5,99,144.5
남,2021-03-04,181.7,73.3,59.3,0,37.3,88.1,94.5,77.1,100.2,85.5,0,0,285,,,100.4,79.8,54.5,63,37,107.5,154.5
남,2021-03-04,186.5,65,58.4,0,40.6,85.4,109.3,97.8,111.6,88,0,0,285,,,116,0,62.8,59.9,47.1,52.3,160.8
남,2021-03-04,183.2,85.2,60.9,0,38.8,0,101.5,89.7,105.8,83,0,0,280,,,100.2,88.7,0,142.8,27.4,108.5,145.9
남,2021-03-04,165.9,69.2,58.6,0,37.3,77.6,94.5,84.7,98.6,74.5,0,0,260,,,99.3,82.5,51.6,53.1,31.5,99,140.5
남,2021-03-04,173,65,58.1,0,39,80,99.4,83.6,100.8,80.7,0,0,280,,,103.9,0,56,57.3,44.2,46.6,150.3
남,2021-03-04,177.4,69.1,56.8,0,36.7,68.3,92.7,82.3,99.1,73.5,0,0,270,,,97.3,77.9,53.2,42,35.5,104.5,150
남,2021-03-04,180.3,66,57,0,36.3,78.5,90.4,79.9,96,84.5,0,0,270,,,94.7,75.3,52.1,54.1,36.5,105,151.5
남,2021-03-04,172.2,65,61.6,0,40.7,76.4,89.5,84.9,101,81,0,0,260,,,95.7,0,50.4,56,42.5,42,148.1
남,2021-03-04,168.6,71,57.6,0,37.4,71.1,95.2,81.5,99.7,74.5,0,0,265,,,97.5,82.8,57.7,44.9,35.5,96,141.5
남,2021-03-04,177.8,71.9,57.1,0,37.2,81.1,94.2,82.5,97.9,78,0,0,265,,,97.3,79.8,52.1,56.8,33,106.5,149.5
남,2021-03-04,163.6,65,60.9,0,41.4,75.2,97.3,89.2,99.8,78.2,0,0,265,,,103.8,0,53.4,53.5,40.1,44.5,141.3
남,2021-03-04,172.3,65,57.8,0,40.1,77.8,107.2,88.4,107.7,78.5,0,0,270,,,110,0,59.3,53.6,43.2,49.4,147.3
남,2021-03-04,188.2,75.3,55.5,0,37,86.8,94.7,80.3,99.6,86,0,0,280,,,102.5,79.2,56.1,60.5,34.5,115,159.5
남,2021-03-04,170.6,62.9,55.1,0,35.9,60.1,90,77.3,93.9,77,0,0,255,,,92.9,75.1,51.5,36.2,37,97,144
남,2021-03-04,170.6,71.3,57.9,0,37.3,77.1,95.3,82.2,97.3,75,0,0,20,,,102.9,82.4,54.3,51.9,32.5,101,143.5
남,2021-03-04,167.7,65,59.5,0,38.3,73.3,96.4,82.4,100.6,76.4,0,0,265,,,101.1,0,49.4,53.2,41.3,41.2,143.3
남,2021-03-04,171,70.4,58.7,0,37.1,82.3,94.5,79.4,99.8,75,0,0,260,,,98.5,81.4,55.4,54.6,39,97,146
남,2021-03-04,167.7,65,58.1,0,39.6,79.9,105.4,86.4,104.4,77.9,0,0,265,,,110.6,0,59,55.9,41,49.1,143.4
남,2021-03-04,176.2,75.1,57.5,0,37.7,77.6,96.5,87.8,99.8,82,0,0,270,,,102.5,83.1,53.4,52.1,37.5,102.5,150
남,2021-03-04,173.5,72.1,58.9,0,37.4,81.1,95.3,84.4,98.1,73,0,0,265,,,98,81.9,56.8,53.9,41.5,94.5,146
남,2021-03-04,169.2,55.1,56.9,0,34.7,77.6,86.1,67.9,91.9,77.5,0,0,255,,,93,70.5,54.9,52.2,30,100.5,140.5
남,2021-03-04,172.2,67.1,56.8,0,36.6,75.9,92.3,78.1,97,77.5,0,0,265,,,97,78,55.3,48.5,35,99,144
남,2021-03-04,171,65,59.4,0,39.3,76.7,102.3,96.1,109.4,79.9,0,0,270,,,106.6,0,56.7,53.6,43.5,47.2,147.3
남,2021-03-04,171,65,59.7,0,40.1,78.1,98.6,89.4,111,79.4,0,0,280,,,106.6,0,55.9,55.4,44.3,46.6,147.9
남,2021-03-04,170,76.4,60,0,38.4,82.5,98.2,87.9,103.1,70.5,0,0,260,,,104.1,87.3,57.9,56.7,38,93.5,141.5
남,2021-03-04,169.5,81.6,57.2,0,39.2,85.6,101.1,97.4,104.5,74.5,0,0,270,,,105.1,91,59.7,58.9,35.5,98.5,144
남,2021-03-04,165.9,70.4,57.6,0,37.5,80.9,95,85.1,100.9,75.5,0,0,255,,,104.9,83.5,55.1,55.3,37,93.5,140.5
남,2021-03-04,176.4,73.4,57.4,0,37.4,85.3,95.3,83.5,100.6,80,0,0,270,,,100.4,81.5,53.5,59.6,39.5,100.5,150
남,2021-03-04,168.3,65,58.8,0,41.9,75.2,99.2,85.3,100.9,78.3,0,0,265,,,104.4,0,55.5,52.6,41.2,46.3,144.3
남,2021-03-04,170.2,71.1,57.1,0,37.3,69.5,95.2,84.2,101,75,0,0,260,,,102.2,82.4,46.2,45.9,36.5,97.5,144
남,2021-03-04,166,65,58.7,0,41.2,74.5,95.4,85.9,103.6,76.8,0,0,255,,,99.1,0,53.2,52.9,43.2,44.3,143.7
남,2021-03-04,169.3,67.5,55.5,0,36.7,81.9,92.9,85.5,95.1,75.5,0,0,265,,,99,79.3,53.9,57.1,35.5,99.5,145
남,2021-03-04,167.5,65,58.3,0,39,77.5,96.4,85.9,100.9,78.7,0,0,250,,,103.8,0,55.5,54.9,40.9,46.2,143.6
남,2021-03-04,182.6,98.9,56.7,0,40.6,79.2,106.8,100.9,112.7,84.5,0,0,280,,,115,97.4,61.2,50.7,41,106,157
남,2021-03-04,168.5,65,59.5,0,39.9,77.3,104.4,85.8,104.5,76.6,0,0,270,,,108.3,0,57.9,53.7,41.9,48.3,144.7
남,2021-03-04,171.4,80.3,56.8,0,39,73.5,100.1,87.6,103.7,74,0,0,270,,,105.9,89.6,56.6,46.8,39.5,95.5,145
남,2021-03-04,178.7,68.9,55.6,0,36.7,73.9,92.2,76.3,95.6,83,0,0,285,,,95.7,77.2,57.2,47,35,106.5,151.5
남,2021-03-04,168.5,76.4,59.1,0,38.5,80.3,98.3,86.4,101,73.5,0,0,255,,,105.5,88,58.1,53.4,38,93,141
남,2021-03-04,184.8,65,61,0,45.9,85.9,104.6,103.2,114.1,85.8,0,0,275,,,112.2,0,63.1,60.2,48.7,52.6,162.1
남,2021-03-04,170.4,65,59.5,0,39.2,78.8,94.4,90,100.3,79.8,0,0,275,,,97.6,0,54.2,56.8,42.9,45.2,147
남,2021-03-04,174.2,71.2,58.2,0,37.2,85.2,94.6,80.2,97.3,76.5,0,0,270,,,98.1,80.7,56,58.7,36.5,99.5,146
남,2021-03-04,176.6,83,59.7,0,39,68.5,101,88,106.8,78.5,0,0,260,,,105.2,89.6,53.4,38.9,38,101.5,149.5
남,2021-03-04,177,65,61.1,0,41.7,79.3,96,90,105,81.4,0,0,270,,,101.8,0,56.8,56.1,45.5,47.4,153.9
남,2021-03-04,185.7,83.6,58.4,0,38.7,80.5,100.1,80.9,103.2,82.5,0,0,295,,,104.9,87.1,59.1,52.9,29.5,117,156.5
남,2021-03-04,167.3,65,55.9,0,35,73.1,72.6,69,92.1,77.9,0,0,250,,,78.4,0,45.4,54.7,44.5,37.9,144.8
남,2021-03-04,181.1,103.6,59.1,0,41.2,85.7,110.5,101.6,111.6,72,0,0,280,,,113.2,102.3,67.7,55.9,34.5,109.5,154
남,2021-03-04,177.3,86.8,59.8,0,39.4,88,103.1,87.5,104.2,78.5,0,0,275,,,109,92.4,63,58.4,39,99.5,148.5
남,2021-03-04,172.6,65,57.8,0,40.6,78.5,88.1,81.6,101.2,78,0,0,265,,,97.5,0,54.1,56.5,45.6,45.1,148.9
남,2021-03-04,169.6,75.1,56.8,0,38,78.1,97.5,87.7,104.7,74,0,0,270,,,100.5,86.1,51,54.7,36.5,97,143.5
남,2021-03-04,175.4,81.6,57.1,0,38.8,83.2,100.3,85.7,104.5,78,0,0,280,,,108,88.8,62.9,54.1,37,101,148
남,2021-03-04,178.7,65,59.4,0,40.8,81.6,110.9,101.7,112.2,83.9,0,0,275,,,112,0,57.4,58.2,44.4,47.8,154.4
남,2021-03-04,174.5,69.3,57.7,0,36.9,83.2,93.2,77.8,96.6,80,0,0,270,,,102.3,79,57.4,56.8,37.5,99.5,147
남,2021-03-04,175.6,65,58.7,0,40.9,81.5,95,93.5,108.3,81.7,0,0,260,,,101.5,0,56,58.7,43.8,46.7,152.6
남,2021-03-04,167.5,81.5,59.1,0,39.3,81.4,100.7,92.4,110,73.5,0,0,265,,,108.7,91.3,51,57.3,34,96,140
남,2021-03-04,177.9,81.1,59.5,0,38.5,74.8,99.7,86.3,102.1,79.5,0,0,270,,,102.5,87.2,59,47.3,42.5,100.5,153
남,2021-03-04,177.7,66.6,55.5,0,36.4,91.8,91,82.6,98.3,80.5,0,0,260,,,95.9,76.1,52.5,66.5,41.5,101.5,153
남,2021-03-04,171.4,65,58.8,0,40.5,81.3,113,99.3,113.2,80.1,0,0,270,,,113.7,0,60.3,56.7,42.6,50.2,148.3
남,2021-03-04,170.9,67.9,55.8,0,36.8,68.5,92.9,84.7,94.1,76.5,0,0,260,,,96.7,79.2,47.9,46.9,35,98,143
남,2021-03-04,168.4,74.8,56.4,0,38.1,0,97.5,81.9,103.6,75,0,0,270,,,102.8,86.4,0,154.9,50.1,94,154.1
남,2021-03-04,175.5,65,57.2,0,38.5,79.5,89.5,81.6,99.9,82.1,0,0,260,,,101.2,0,55,57.1,45.5,45.8,152.6
남,2021-03-04,179.4,65,60,0,43.4,82.8,100,94.9,111,83.8,0,0,275,,,107.5,0,59.5,58.6,47,49.6,156.9
남,2021-03-04,167.3,65,55.9,0,39.6,76.9,98.5,80.9,99.2,77.3,0,0,265,,,104.8,0,56.2,54,41.2,46.9,143.6
남,2021-03-04,174.4,80.3,56.8,0,38.7,88.2,99.6,83.9,100.3,79.5,0,0,265,,,104,88.1,61.3,59.8,40,100,150
남,2021-03-04,179.8,77.7,58.8,0,37.9,81.8,97.2,82.8,103.4,83.5,0,0,270,,,99.6,83.6,60.5,52.7,37.5,104.5,152
남,2021-03-04,171.3,72.7,56.6,0,37.6,71.7,95.9,82.6,98.9,75.5,0,0,270,,,98.3,83.3,56,46.4,39,95,144
남,2021-03-04,176.5,65,59.1,0,40.7,82.4,110.4,96,110.5,82.2,0,0,280,,,113.2,0,63.3,56.6,43.4,52.8,153.4
남,2021-03-04,168.5,68.8,58.1,0,37,76.9,93.8,84.6,100.6,67.5,0,0,265,,,100,80.8,49.6,52.8,36,96,142
남,2021-03-04,173.2,65,59.1,0,41.2,78.8,102.9,94.1,103,81.2,0,0,275,,,106.9,0,56.1,56,43.4,46.8,149.3
남,2021-03-04,179.6,81.6,58.6,0,38.4,75.5,100,89.1,103.2,79.5,0,0,290,,,101.9,87,55.8,49.6,41,101,152
남,2021-03-04,167,61.3,56,0,35.8,79.4,89.9,77.1,96.2,71.5,0,0,255,,,95.6,75.3,53,56.1,38,91,139
남,2021-03-04,173.7,77.6,58,0,38.2,79.8,98.2,88.4,101.6,76.5,0,0,285,,,102,86.3,54.2,54.4,38,96,144
남,2021-03-04,174.5,81.3,56.5,0,38.9,84.2,100.3,87.3,106.2,79,0,0,265,,,107.2,88.9,56,59.4,38.5,100,148.5
남,2021-03-04,172.9,65,60.7,0,43.4,83.3,113.2,96.2,112.1,80.6,0,0,270,,,115.4,0,65.3,56.7,43.1,54.4,149.1
남,2021-03-04,166.1,79,58.2,0,39.2,78.7,99.3,88.6,100.5,73.5,0,0,265,,,108.9,90.4,57.2,53.2,32,98,140
남,2021-03-04,180.7,65,58.5,0,39.9,83.1,98.4,80.2,106.1,82.1,0,0,255,,,109.6,0,61.5,58.1,45.1,51.2,154.5
남,2021-03-04,174.8,68,57.1,0,36.7,0,92.3,80.7,97.8,78,0,0,265,,,98.6,77.8,0,148.9,39.5,99,148.5
남,2021-03-04,179.2,87,59.4,0,39.3,93.4,103,95.5,104.8,81.5,0,0,300,,,104.7,91.9,59.2,65.2,42,101,153
남,2021-03-04,183.1,65,60,0,42.3,86.3,114.7,100.4,108.5,87.3,0,0,295,,,118,0,64.3,60.1,45.5,53.6,158.5
남,2021-03-04,168.3,68.4,57.8,0,36.9,76.4,93.6,79.5,99.8,73.5,0,0,270,,,96.1,80.5,53.8,50.5,35,96.5,141.5
남,2021-03-04,168.8,66.8,57.2,0,36.6,79.1,92.6,81.4,100.6,74,0,0,265,,,96.1,79,53.9,53.6,37.5,93,140.5
남,2021-03-04,174.2,65,57.5,0,38.9,79.2,104.3,86.5,101.9,81.8,0,0,275,,,109.3,0,60.5,54.5,42.4,50.4,149.9
남,2021-03-04,175.3,74.4,56.9,0,37.6,67.6,96.1,80.7,99.9,78,0,0,280,,,101.3,83,51.5,42.6,33,105,148
남,2021-03-04,173.6,65,56.5,0,38.8,79,98.8,86.5,106.8,78.8,0,0,275,,,103.5,0,57.3,55.7,44.2,47.7,149.3
남,2021-03-04,174.9,63.2,56.6,0,36,89.7,89.3,74.1,92.7,78.5,0,0,265,,,100.1,74.3,55.4,64.6,35,103,148
남,2021-03-04,166,65,60.8,0,42.9,78.8,117.1,110.5,114.6,78.8,0,0,275,,,120.1,0,63.2,53,41.1,52.7,142.6
남,2021-03-04,174.4,82.2,58.6,0,39.1,0,100.9,89.4,105.2,78.5,0,0,275,,,107.3,89.6,0,153.7,44.5,99,153.5
남,2021-03-04,178.7,65,60,0,42.8,83.4,115.5,110.5,110.5,82.6,0,0,280,,,117.9,0,61.7,58.3,47.6,51.4,155.3
남,2021-03-04,183.8,65,58.2,0,37.8,79.5,81,71.8,98.5,85.8,0,0,275,,,90.5,0,51.6,58.5,48.5,43,158.9
남,2021-03-04,172.7,70.4,57.9,0,37.1,80.6,94.3,81.8,97,80,0,0,260,,,101.6,80.7,52.1,57.1,37,100,147
남,2021-03-04,165.7,83.8,57.9,0,39.7,85.1,102.9,93.2,110,68.5,0,0,265,,,105.8,94.2,58.2,58.6,39,91.5,140.5
남,2021-03-04,163.7,65,57.9,0,39.3,75.6,94.2,81.3,95.9,75.6,0,0,250,,,99.4,0,51.9,54.5,42.5,43.3,141.4
남,2021-03-04,171,65.8,56,0,36.4,86,91.5,76.7,93.2,76.5,0,0,260,,,107.2,77.2,57.6,59.8,36.5,98.5,145
남,2021-03-04,176.7,80.6,57.2,0,38.5,88.6,99.4,83.4,100.9,79.5,0,0,270,,,105.6,87.2,62.5,58.9,36.5,104,150.5
남,2021-03-04,172.1,65,57.1,0,39.2,78.5,86.5,81.4,101.2,80.4,0,0,260,,,96.5,0,55,56.2,42.8,45.8,148.4
남,2021-03-04,176.8,89.4,57.7,0,39.7,75,104.3,90.1,107.8,78.5,0,0,275,,,110.5,93.8,53.5,45,38.5,101,149.5
남,2021-03-04,167.5,65,57.7,0,37.9,77.1,101.3,83,97.8,77.7,0,0,260,,,105.6,0,56.2,54.2,40.5,46.8,143.3
남,2021-03-04,167.8,65,58.1,0,40.1,76.8,103.1,84.9,100,77.3,0,0,265,,,106.9,0,56.3,53.9,41.5,46.9,143.7
남,2021-03-04,177.6,73.2,58.6,0,37.4,0,95.1,83,101.2,80,0,0,270,,,98,81,0,148.8,38.6,102.5,151.1
남,2021-03-04,182.6,65,57.6,0,37.8,82.5,95.4,87.7,101.8,86,0,0,285,,,100.6,0,56.3,59.6,44.2,46.9,156.7
남,2021-03-04,172.6,73.9,58.2,0,37.6,86.4,96.3,84.6,99.3,76.5,0,0,265,,,100.6,83.6,54.3,62.5,33.5,102.5,146
남,2021-03-04,172.9,65,55.4,0,38,78.3,90.9,82,99.7,79.8,0,0,265,,,102.2,0,57.7,54.8,44.8,48.1,149.7
남,2021-03-04,176.8,65,57.6,0,37.6,81.9,98.3,88.4,99.3,83.5,0,0,265,,,107.5,0,60.2,57.4,43.8,50.2,152
남,2021-03-04,160.7,65,59.9,0,37.3,72.1,95.7,80.8,97.5,70.8,0,0,265,,,100.8,0,50,51.7,42.8,41.7,140
남,2021-03-04,177.4,81.3,56.7,0,38.6,79.9,99.9,90.3,101.1,80,0,0,280,,,101.7,87.5,56.5,53.8,38,104,152
남,2021-03-04,164.9,57.3,52.1,0,35.2,76.1,88,76.5,91.4,75,0,0,250,,,90.8,73.3,47.2,53.7,33.5,95.5,139
남,2021-03-04,179,65,57.1,0,41.7,80.2,100.6,90.8,101.3,84.9,0,0,275,,,105.3,0,56.1,57.4,45,46.7,154.9
남,2021-03-04,174.3,65,56.9,0,41.5,81.1,100.8,84.2,102.9,81.8,0,0,265,,,106.4,0,59.5,56.9,45.3,49.6,150.5
남,2021-03-04,184.1,65,58.1,0,38.6,85.1,104.1,95.2,109.1,86.4,0,0,280,,,107.9,0,60.3,60.5,45.9,50.2,160.2
남,2021-03-04,176.4,92.2,60.7,0,40,75.4,105.9,101.2,102.7,77.5,0,0,260,,,108.5,95.8,58.3,48.7,39,100.5,149.5
남,2021-03-04,170.4,65,55.1,0,36.5,75.9,97.2,81.6,96.7,78,0,0,270,,,105,0,56,53.1,44.2,46.6,147.8
남,2021-03-04,177.5,79.1,59.2,0,38.2,73.5,98.4,85.3,99,77.5,0,0,270,,,14.5,85.3,61.5,43.2,36.5,101.5,148
남,2021-03-04,175.4,65,57.8,0,35.7,76.7,98.7,78.1,100,80.1,0,0,275,,,102.1,0,53.1,55.1,45.2,44.3,150.6
남,2021-03-04,184.5,78.5,58,0,37.8,85.7,97,84.6,101.5,85,0,0,270,,,102.9,82.3,60.6,56.2,39.5,106.5,156
남,2021-03-04,173.5,65,59.8,0,41.1,78.9,101.7,88.1,105.9,81.6,0,0,275,,,105.5,0,57.3,55.6,42.5,47.8,149.2
남,2021-03-04,175.4,65,56.5,0,37.3,79.3,86.5,73.8,95.8,80.9,0,0,270,,,95.9,0,51.5,58.4,46.2,42.9,151.5
남,2021-03-04,180.6,92.5,57.3,0,40,84.6,105.2,94.9,106.5,80.5,0,0,280,,,111.9,95.1,61.3,56.7,42,101,153
남,2021-03-04,189.3,65,60.1,0,38.5,86.5,101.7,81,103.9,86,0,0,280,,,110.2,0,60.8,61.8,48,50.6,163.2
남,2021-03-04,173.6,51.1,55.7,0,33.8,79.2,82.9,62.9,86,81,0,0,265,,,89.9,67.3,55,51.6,33,104,147
남,2021-03-04,167.2,65,58,0,39.4,78.6,107.3,84.8,100.3,77.8,0,0,265,,,112,0,59.8,54.2,43.2,49.9,144.2
남,2021-03-04,169.1,80.4,57.6,0,39.1,79,100.5,89.6,100.5,70,0,0,270,,,109.7,90.3,61.7,50.2,35.5,97,142.5
남,2021-03-04,178.8,65,55.8,0,37.1,79.3,84,73.8,93.8,81.5,0,0,280,,,93.1,0,51.2,58.5,47,42.7,155.2
남,2021-03-04,173.4,67,57.7,0,36.6,84.3,91.8,76.3,99,79.5,0,0,265,,,94.7,77.4,52.2,60.3,32.5,102.5,145
남,2021-03-04,174.8,65,60.9,0,42.8,80.2,102.6,93.3,107.2,80.1,0,0,270,,,108.8,0,60.7,55.5,42.2,50.6,150
남,2021-03-04,173.2,65,54.8,0,33.9,75,94.3,80.4,101.5,79.2,0,0,270,,,98.7,0,50.1,54.6,45,41.7,149.1
남,2021-03-04,168.4,65,56.8,0,37.1,73.7,91.1,77.3,98.7,76.3,0,0,265,,,96.4,0,49.4,53.7,44.3,41.1,145.3
남,2021-03-04,176.9,65,57.8,0,40.1,79.6,103.2,80.2,100.6,80.8,0,0,280,,,109.7,0,59.6,55.3,46.2,49.7,151.7
